nom_commune,cog_commune,siren_commune,nom_prenom_maire,nuance_politique,famille_nuance
Chancelade,24102,212401020,SERRE Pascal,LDIV,Courants politiques divers
Chantérac,24104,212401046,MAGNE Jean-Michel,NC,Non classé
Chapdeuil,24105,212401053,BOYER Lisa,NC,Non classé
La Chapelle-Aubareil,24106,212401061,FAURE Jean-Michel,NC,Non classé
La Chapelle-Faucher,24107,212401079,NÉE Sylviane,NC,Non classé
La Chapelle-Gonaguet,24108,212401087,MOISSAT Franck,LNC,Non classé
La Chapelle-Grésignac,24109,212401095,BEAU Patrick,NC,Non classé
La Chapelle-Montabourlet,24110,212401103,GONNARD Alfred,NC,Non classé
La Chapelle-Montmoreau,24111,212401111,PEYROU Alain,NC,Non classé
La Chapelle-Saint-Jean,24113,212401137,BOUTOT Daniel,NC,Non classé
Chassaignes,24114,212401145,BOINEAU SERRANO Monique,NC,Non classé
Château-L'Evêque,24115,212401152,MARTY Alain,LNC,Non classé
Châtres,24116,212401160,MERLIN Bernadette,NC,Non classé
Les Coteaux Périgourdins,24117,200065126,CHANQUOI Jean-Marie,NC,Non classé
Cherval,24119,212401194,PRUNIER Jean-Pierre,NC,Non classé
Cherveix-Cubas,24120,212401202,QUEYROI Jean-Marie,NC,Non classé
Chourgnac,24121,212401210,FLAGEAT Patricia,NC,Non classé
Cladech,24122,212401228,ANDRE Jean-Pierre,NC,Non classé
Clermont-De-Beauregard,24123,212401236,CHINOUILH Anne-Marie Laurette,NC,Non classé
Clermont-D'Excideuil,24124,212401244,EYMERY Claude,NC,Non classé
Colombier,24126,212401269,MOLLETON Marjorie,NC,Non classé
Comberanche-Et-Epeluche,24128,212401285,CASSIER Murielle,NC,Non classé
Condat-Sur-Trincou,24129,212401293,MILLARET Francis,NC,Non classé
Condat-Sur-Vézère,24130,212401301,ROUDIER Stéphane,NC,Non classé
Connezac,24131,212401319,PASQUET Thierry,NC,Non classé
Conne-De-Labarde,24132,212401327,TRIFFE Bernard,NC,Non classé
La Coquille,24133,212401335,FAURE Michèle,LNC,Non classé
Corgnac-Sur-L'Isle,24134,212401343,GIMENEZ Philippe,NC,Non classé
Cornille,24135,212401350,DOBBELS Stéphane,NC,Non classé
Coubjours,24136,212401368,LAGORSE Jean-Michel,NC,Non classé
Coulaures,24137,212401376,DUCROCQ Corinne,NC,Non classé
Coulounieix-Chamiers,24138,212401384,CIPIERRE Thierry,LDVC,Centre
Coursac,24139,212401392,PROTANO Pascal,LNC,Non classé
Cours-De-Pile,24140,212401400,CAPURON Didier,LNC,Non classé
Coutures,24141,212401418,BAZINET Didier,NC,Non classé
Coux Et Bigaroque-Mouzens,24142,200059756,CHAZELAS Jean-Louis,LNC,Non classé
Creyssac,24144,212401442,DESMOULIN Michel,NC,Non classé
Creysse,24145,212401459,DELMARES Frédéric,LNC,Non classé
Creyssensac-Et-Pissot,24146,212401467,DENIS Claude,NC,Non classé
Cubjac-Auvézère-Val D'Ans,24147,200065316,CHOURY Elodie,,
Cunèges,24148,212401483,RIVIERE Sylvie,NC,Non classé
Daglan,24150,212401509,DUSSOL Pascal,NC,Non classé
Doissat,24151,212401517,LALLIER Bruno,NC,Non classé
Domme,24152,212401525,CASSAGNOLE Jean-Claude,NC,Non classé
La Dornac,24153,212401533,VERDIER Jean-Pierre,NC,Non classé
Douchapt,24154,212401541,MAHAUD Yves,NC,Non classé
Douville,24155,212401558,JUNCKER Arnaud,NC,Non classé
La Douze,24156,212401566,LACOSTE Vincent,LNC,Non classé
Douzillac,24157,212401574,MAZIERE Dominique,NC,Non classé
Dussac,24158,212401582,ROUSSEAU Philippe,NC,Non classé
Echourgnac,24159,212401590,GAMBRO Jacques,NC,Non classé
Eglise-Neuve-De-Vergt,24160,212401608,NARDOU Thierry,NC,Non classé
Eglise-Neuve-D'Issac,24161,212401616,DEFFREIX Jean Pierre,NC,Non classé
Escoire,24162,212401624,LAGUIONIE Joël,NC,Non classé
Etouars,24163,212401632,BERNARD Francine,NC,Non classé
Excideuil,24164,212401640,LACOSTE Marie-Laure,,
Eygurande-Et-Gardedeuil,24165,212401657,PIEDFERT Guy,NC,Non classé
Eymet,24167,212401673,BETAILLE Jérôme,LNC,Non classé
Plaisance,24168,212401681,CHAPOTARD Christine,NC,Non classé
Eyzerac,24171,212401715,BOST Claude,NC,Non classé
Les Eyzies,24172,200083434,LAGARDE Philippe,LNC,Non classé
Fanlac,24174,212401749,ROGER Anne,NC,Non classé
Les Farges,24175,212401756,COLOMBEL Sylvie,NC,Non classé
Faurilles,24176,212401764,MARTIN Gérard,NC,Non classé
Faux,24177,212401772,LEGAL Alain Claude Abel,,
La Feuillade,24179,212401798,BARIL Daniel,NC,Non classé
Firbeix,24180,212401806,FRANCOIS Philippe,NC,Non classé
Fleurac,24183,212401830,BOUET Jean-Paul,NC,Non classé
Florimont-Gaumier,24184,212401848,LAVAL Jean-Marie,NC,Non classé
Fonroque,24186,212401863,GRELON Lucie,NC,Non classé
Fossemagne,24188,212401889,DELAGE Annie,NC,Non classé
Fougueyrolles,24189,212401897,PANTAROTTO Ghislain,NC,Non classé
Fouleix,24190,212401905,LEGAY Emmanuel,NC,Non classé
Fraisse,24191,212401913,GAUTHIER Christophe,NC,Non classé
Gabillou,24192,212401921,GRAND Gaston,NC,Non classé
Gageac-Et-Rouillac,24193,212401939,PUYPONCHET Philippe,NC,Non classé
Gardonne,24194,212401947,DELTEIL Pascal,LNC,Non classé
Gaugeac,24195,212401954,ROUGIER Robert,NC,Non classé
Génis,24196,212401962,REYNAUD-LASTERNAS Marianne,NC,Non classé
Ginestet,24197,212401970,MARTINET Michel,NC,Non classé
Gout-Rossignol,24199,212401996,DUCOUP Corinne,NC,Non classé
Grand-Brassac,24200,212402002,BOISMOREAU Philippe,NC,Non classé
Granges-D'Ans,24202,212402028,MIGNOT Jacques,NC,Non classé
Grignols,24205,212402051,GUEYSSET Patrick,NC,Non classé
Grives,24206,212402069,FONGAUFFIER Sébastien,NC,Non classé
Groléjac,24207,212402077,MAZET Bernard,NC,Non classé
Grun-Bordas,24208,212402085,MOTARD Gilles,NC,Non classé
Hautefaye,24209,212402093,MANGUY Jean,NC,Non classé
Hautefort,24210,212402101,PUJOLS Jean-Louis,NC,Non classé
Issac,24211,212402119,LOPEZ Jean Claude,NC,Non classé
Issigeac,24212,212402127,CASTAGNER Jean-Claude,NC,Non classé
Jaure,24213,212402135,DE SEVERAC Philippe,NC,Non classé
Javerlhac-Et-La-Chapelle-Saint-Robert,24214,212402143,PORTE Jean-Pierre,NC,Non classé
La Jemaye-Ponteyraud,24216,200069243,BEAU Jean-Marcel,NC,Non classé
Journiac,24217,212402176,TEULET Jean-Louis,NC,Non classé
Jumilhac-Le-Grand,24218,212402184,MAURUSSANE Annick,LNC,Non classé
Lacropte,24220,212402200,FAURE Claudine,NC,Non classé
Rudeau-Ladosse,24221,212402218,DESJARDINS Martine,NC,Non classé
La Force,24222,212402226,PRADIER Serge,LNC,Non classé
Lalinde,24223,212402234,FARGUES Esther,,
Lamonzie-Montastruc,24224,212402242,DREUIL Jean-Michel,NC,Non classé
Lamonzie-Saint-Martin,24225,212402259,AUROY-PEYTOU Thierry,LNC,Non classé
Lamothe-Montravel,24226,212402267,FRICHOU Michel,LNC,Non classé
Lanouaille,24227,212402275,BOULANGER Jean-Christophe,LNC,Non classé
Lanquais,24228,212402283,BLANCHET Michel,NC,Non classé
Le Lardin-Saint-Lazare,24229,212402291,BOURRA Francine,LNC,Non classé
Larzac,24230,212402309,ORHAND Serge,NC,Non classé
Lavalade,24231,212402317,TESTUT Thierry,NC,Non classé
Lavaur,24232,212402325,LAPOUGE Michel,NC,Non classé
Les Lèches,24234,212402341,CHAIGNEAU Odette,NC,Non classé
Léguillac-De-L'Auche,24236,212402366,BATAILLER Régis,NC,Non classé
Lembras,24237,212402374,TERREAUX Michel,LNC,Non classé
Lempzours,24238,212402382,CHASSAIN Thérèse,NC,Non classé
Limeuil,24240,212402408,HERVÉ Jean-Claude,NC,Non classé
Limeyrat,24241,212402416,SAUTIER Claude,NC,Non classé
Liorac-Sur-Louyre,24242,212402424,MONTEIL Jean-Claude,NC,Non classé
Lisle,24243,212402432,CONSTANT Joël,NC,Non classé
Lolme,24244,212402440,ETIENNE Bernard,NC,Non classé
Loubejac,24245,212402457,CALMEILLE Alain,NC,Non classé
Lunas,24246,212402465,LIABASTE Pascal,NC,Non classé
Lusignac,24247,212402473,GILLAIZEAU Ludovic,NC,Non classé
Lussas-Et-Nontronneau,24248,212402481,BELLY Mauricette,NC,Non classé
Manzac-Sur-Vern,24251,212402515,ROLLAND Yannick,NC,Non classé
Marcillac-Saint-Quentin,24252,212402523,ANDRÉ Michel,NC,Non classé
Mareuil En Périgord,24253,200065324,OUISTE Alain,LNC,Non classé
Marnac,24254,212402549,FAGET Bernard,NC,Non classé
Marquay,24255,212402556,ASTIÉ Jean-Luc,NC,Non classé
Marsac-Sur-L'Isle,24256,212402564,BIDAUD Yannick,LNC,Non classé
Marsalès,24257,212402572,PRÊTRE Jean-Pierre,NC,Non classé
Eyraud-Crempse-Maurens,24259,200082683,OLLIVIER Alain,LNC,Non classé
Mauzac-Et-Grand-Castang,24260,212402606,FARGE Florent,NC,Non classé
Mauzens-Et-Miremont,24261,212402614,CHEYROU Philippe,NC,Non classé
Mayac,24262,212402622,QUEMERE Jean-Michel,NC,Non classé
Mazeyrolles,24263,212402630,LOEZ Régis,NC,Non classé
Ménesplet,24264,212402648,CHAUSSADE Jean-Claude,LNC,Non classé
Mensignac,24266,212402663,CHABREYROU Véronique,LNC,Non classé
Mescoules,24267,212402671,GUICHARD Emmanuel,NC,Non classé
Meyrals,24268,212402689,LE CORRE Joel,NC,Non classé
Mialet,24269,212402697,MARCETEAU Dominique,NC,Non classé
Milhac-De-Nontron,24271,212402713,MECHINEAU Pascal,NC,Non classé
Minzac,24272,212402721,LESBEGUERIES Marcel,NC,Non classé
Molières,24273,212402739,LACOSTE Alexandre,NC,Non classé
Monbazillac,24274,212402747,PREVOT Pascal,NC,Non classé
Monestier,24276,212402762,BROUILLEAUD Marie-Agnès,NC,Non classé
Monfaucon,24277,212402770,DELAIR Arnaud,NC,Non classé
Monmadalès,24278,212402788,TABOURET Serge,NC,Non classé
Monmarvès,24279,212402796,BARCHIESI Christian,NC,Non classé
Monpazier,24280,212402804,DUPPI Fabrice,NC,Non classé
Monsac,24281,212402812,SÉGALA Daniel,NC,Non classé
Monsaguel,24282,212402820,DELAGE Hervé,NC,Non classé
Montagnac-D'Auberoche,24284,212402846,DUMAS Alexandra,NC,Non classé
Montagnac-La-Crempse,24285,212402853,PREVOT Jean-Claude,NC,Non classé
Montagrier,24286,212402861,LAFAYE Francis,NC,Non classé
Montaut,24287,212402879,VEYRAC Yves,NC,Non classé
Montazeau,24288,212402887,MOREAU Didier Constant Joseph,,
Montcaret,24289,212402895,LANSADE Jean-Thierry,LNC,Non classé
Montferrand-Du-Périgord,24290,212402903,FABRE Nathalie,NC,Non classé
Montignac,24291,212402911,MATHIEU Laurent,LNC,Non classé
Montpeyroux,24292,212402929,MARCETEAU Christophe,NC,Non classé
Monplaisant,24293,212402937,LALUE Jean-Bernard,NC,Non classé
Montpon-Ménestérol,24294,212402945,ROUILLER Rozenn,LDVG,Gauche
Montrem,24295,212402952,BOUTON Sylvie,LNC,Non classé
Mouleydier,24296,212402960,DELFIEUX Michel,LNC,Non classé
Moulin-Neuf,24297,212402978,ELIZABETH Georges,NC,Non classé
Mussidan,24299,212402994,TRIQUART Stéphane,LNC,Non classé
Nabirat,24300,212403000,VIGIÉ Yvette,NC,Non classé
Nadaillac,24301,212403018,VEYSSIERE Jean-Claude,NC,Non classé
Nailhac,24302,212403026,AUMETTRE Francis,NC,Non classé
Nanteuil-Auriac-De-Bourzac,24303,212403034,BOSSARD Sophie,,
Nantheuil,24304,212403042,LAGARDE Bernadette,NC,Non classé
Nanthiat,24305,212403059,MEYNIER Paul,NC,Non classé
Nastringues,24306,212403067,SCALIGER Christian,NC,Non classé
Naussannes,24307,212403075,ROUSSEL Alain,NC,Non classé
Négrondes,24308,212403083,DECARPENTRIE Françoise,NC,Non classé
Neuvic,24309,212403091,SICRE-DOYOTTE Paulette,,
Nontron,24311,212403117,HERMAN-BANCAUD Nadine,"LDVD,LDIV",Droite
Sanilhac,24312,200065464,AMELIN Jean-Louis,"LDVG,LDIV",Gauche
Orliac,24313,212403133,VENTELOU Christian,NC,Non classé
Parcoul-Chenaud,24316,200059046,GENDREAU Jean-Jacques,NC,Non classé
Paulin,24317,212403174,MARIEL Michel,NC,Non classé
Paunat,24318,212403182,MARC Didier,NC,Non classé
Paussac-Et-Saint-Vivien,24319,212403190,DENIS Gery,NC,Non classé
Pazayac,24321,212403216,DUMONTET Jean,NC,Non classé
Périgueux,24322,212403224,LABAILS Delphine,"LSOC,LUG",Gauche
Petit-Bersac,24323,212403232,MERCIER Gilles,NC,Non classé
Peyrignac,24324,212403240,BOULINGUEZ Marie-Claire,NC,Non classé
Peyzac-Le-Moustier,24326,212403265,JOUANEL-MONRIBOT Joëlle,NC,Non classé
Pezuls,24327,212403273,BERLAND Roger,NC,Non classé
Piégut-Pluviers,24328,212403281,MARZAT Alain,LNC,Non classé
Le Pizou,24329,212403299,VERGNAUD Lionel,LNC,Non classé
Plazac,24330,212403307,GAUTHIER Florence,NC,Non classé
Pomport,24331,212403315,CASTAING Anthony,NC,Non classé
Pontours,24334,212403349,GOUYOU-BEAUCHAMPS Étienne,,
Port-Sainte-Foy-Et-Ponchapt,24335,212403356,REIX Jacques,LNC,Non classé
Prats-De-Carlux,24336,212403364,BARREAU Jean-Michel,NC,Non classé
Prats-Du-Périgord,24337,212403372,EYMERY Christian,NC,Non classé
Pressignac-Vicq,24338,212403380,BOURLA Benoît,NC,Non classé
Preyssac-D'Excideuil,24339,212403398,CELERIER Vincent,NC,Non classé
Prigonrieux,24340,212403406,DUPUY Olivier,LDIV,Courants politiques divers
Proissans,24341,212403414,SECRESTAT Benoît,LNC,Non classé
Queyssac,24345,212403455,ROCHE Maryse,NC,Non classé
Quinsac,24346,212403463,DUBREUIL Michel,NC,Non classé
Rampieux,24347,212403471,GRIMAL Daniel,NC,Non classé
Razac-D'Eymet,24348,212403489,GROSSOLEIL Thierry,NC,Non classé
Razac-De-Saussignac,24349,212403497,VISENTINI René,NC,Non classé
Razac-Sur-L'Isle,24350,212403505,PARVAUD Jean,LNC,Non classé
Ribagnac,24351,212403513,LOUGRAT Cédric,NC,Non classé
Ribérac,24352,212403521,PLATON Nicolas,LUG,Gauche
La Rochebeaucourt-Et-Argentine,24353,212403539,BOSDEVESY Michel,NC,Non classé
La Roche-Chalais,24354,212403547,SAUTREAU Jean-Michel,LNC,Non classé
La Roque-Gageac,24355,212403554,PEYRAT Jerome,,
Rouffignac-Saint-Cernin-De-Reilhac,24356,212403562,MARTY Raymond,LNC,Non classé
Rouffignac-De-Sigoulès,24357,212403570,CASTANG Alain,NC,Non classé
Sadillac,24359,212403596,BORDES Yves,NC,Non classé
Sagelat,24360,212403604,MERLHIOT Olivier,NC,Non classé
Saint-Agne,24361,212403612,JOBELOT Nelly,NC,Non classé
Val De Louyre Et Caudeau,24362,200065332,DUCÈNE Philippe,LNC,Non classé
Coly-Saint-Amand,24364,200082691,GEOFFROID Vincent,NC,Non classé
Saint-Amand-De-Vergt,24365,212403653,MALLET Jean-Luc,NC,Non classé
Saint-André-D'Allas,24366,212403661,SALINIÉ Patrick,NC,Non classé
Saint-André-De-Double,24367,212403679,GUIGNÉ Pierre,NC,Non classé
Saint-Antoine-De-Breuilh,24370,212403703,GALLOT Christian,LNC,Non classé
Saint-Aquilin,24371,212403711,DUTILH-LESPINASSE Annie,NC,Non classé
Saint-Astier,24372,212403729,MARTY Elisabeth,LDVD,Droite
Saint-Aubin-De-Cadelech,24373,212403737,MARTY Pascal,NC,Non classé
Saint-Aubin-De-Lanquais,24374,212403745,LABONNE Moïse,NC,Non classé
Saint-Aubin-De-Nabirat,24375,212403752,GARRIGOU Christian,NC,Non classé
Saint Aulaye-Puymangou,24376,200059152,LAGRENAUDIE Yannick,LNC,Non classé
Saint-Avit-De-Vialard,24377,212403778,DUBOS Jean Paul,NC,Non classé
Saint-Avit-Rivière,24378,212403786,MUCHA Isabelle,NC,Non classé
Saint-Avit-Sénieur,24379,212403794,DELAYRE Alain,NC,Non classé
Saint-Barthélemy-De-Bellegarde,24380,212403802,CABIROL Brigitte,NC,Non classé
Saint-Barthélemy-De-Bussière,24381,212403810,MOLLON Laurent,NC,Non classé
Saint-Capraise-De-Lalinde,24382,212403828,PEREA Laurent,NC,Non classé
Saint-Capraise-D'Eymet,24383,212403836,TONELLO Henri,NC,Non classé
Saint-Cassien,24384,212403844,POUMEAU Philippe,NC,Non classé
Saint-Cernin-De-Labarde,24385,212403851,D'HAUTEFEUILLE Vianney,NC,Non classé
Saint-Cernin-De-L'Herm,24386,212403869,CONCHOU Daniel,NC,Non classé
Saint-Chamassy,24388,212403885,DELMAS Roland,NC,Non classé
Saint-Crépin-D'Auberoche,24390,212403901,TALLET Clovis,NC,Non classé
Saint-Crépin-Et-Carlucet,24392,212403927,VILATTE Alain,NC,Non classé
Sainte-Croix,24393,212403935,MONTAUDOUIN Francis,NC,Non classé
Sainte-Croix-De-Mareuil,24394,212403943,BOYER Josiane,NC,Non classé
Saint-Cybranet,24395,212403950,CAMINADE Nelly,NC,Non classé
Saint-Cyprien,24396,212403968,SIX Christian,LNC,Non classé
Saint-Cyr-Les-Champagnes,24397,212403976,PIERREFITTE Alain,NC,Non classé
Saint-Estèphe,24398,212403984,FORGENEUF Eric,NC,Non classé
Saint-Etienne-De-Puycorbier,24399,212403992,DEGEIX Dominique,NC,Non classé
Sainte-Eulalie-D'Ans,24401,212404016,DURAND Bernard,NC,Non classé
Saint-Félix-De-Bourdeilles,24403,212404032,LANDAIS Anémone,NC,Non classé
Saint-Félix-De-Reillac-Et-Mortemart,24404,212404040,AUTEFORT Jean-François,NC,Non classé
Saint-Félix-De-Villadeix,24405,212404057,ALARY Carole,NC,Non classé
Sainte-Foy-De-Belvès,24406,212404065,DURAND Maryse,NC,Non classé
Sainte-Foy-De-Longas,24407,212404073,LASCAUX Thierry,NC,Non classé
Saint-Front-D'Alemps,24408,212404081,DESSOLAS Frédéric,NC,Non classé
Saint-Front-De-Pradoux,24409,212404099,CROUZILLE Pierre-André,LNC,Non classé
Saint-Front-La-Rivière,24410,212404107,TOUCHET Jean,,
Saint-Front-Sur-Nizonne,24411,212404115,CHAPEAU Gérard,NC,Non classé
Saint-Geniès,24412,212404123,LAJUGIE Michel,NC,Non classé
Saint-Georges-Blancaneix,24413,212404131,BLONDIN Francis,NC,Non classé
Saint-Georges-De-Montclard,24414,212404149,DORY Denis,NC,Non classé
Saint-Géraud-De-Corps,24415,212404156,BOIDÉ Thierry,NC,Non classé
Saint-Germain-De-Belvès,24416,212404164,PASSERIEUX Jean-Pierre,NC,Non classé
Saint-Germain-Des-Prés,24417,212404172,VALENTIN Jean-Pierre,NC,Non classé
Saint-Germain-Du-Salembre,24418,212404180,PAILLOT-PINHEIRO Sandra,,
Saint-Germain-Et-Mons,24419,212404198,DORANGE Michelle,NC,Non classé
Saint-Géry,24420,212404206,BOURDIN Sébastien,NC,Non classé
Saint-Geyrac,24421,212404214,FOUCHIER Nils,NC,Non classé
Saint-Hilaire-D'Estissac,24422,212404222,DAREAU Jean-Claude,NC,Non classé
Saint-Julien-Innocence-Eulalie,24423,200082709,BOURDIL Jean-Maurice,NC,Non classé
Saint-Jean-D'Ataux,24424,212404248,SEBASTIEN Jean-Michel,NC,Non classé
Saint-Jean-De-Côle,24425,212404255,SEDAN Francis,NC,Non classé
Saint-Jean-D'Estissac,24426,212404263,VEYSSIERE Marie-Rose,,
Saint-Jory-De-Chalais,24428,212404289,VAURIAC Bernard,NC,Non classé
Saint-Julien-De-Lampon,24432,212404321,VILLARD Huguette,NC,Non classé
Saint-Just,24434,212404347,DUVERNEUIL Francis,NC,Non classé
Saint-Laurent-Des-Hommes,24436,212404362,DONNETTE Michel,LNC,Non classé
Saint-Laurent-Des-Vignes,24437,212404370,PORTOLAN Jean-Claude,NC,Non classé
Saint-Laurent-La-Vallée,24438,212404388,GILET Lilian,NC,Non classé
Saint-Léon-D'Issigeac,24441,212404412,SIMON Gérard,NC,Non classé
Saint-Léon-Sur-L'Isle,24442,212404420,SAURIN Gérard,LNC,Non classé
Saint-Léon-Sur-Vézère,24443,212404438,DALBAVIE Yannick,NC,Non classé
Saint-Louis-En-L'Isle,24444,212404446,MASSIAS Jean-Luc,NC,Non classé
Saint-Marcel-Du-Périgord,24445,212404453,WROBEL Yves,NC,Non classé
Saint-Marcory,24446,212404461,CANZIAN Jean,NC,Non classé
Saint-Martial-D'Albarède,24448,212404487,CIPIERRE Francis,NC,Non classé
Saint-Martial-D'Artenset,24449,212404495,LECONTE Dominique,NC,Non classé
Saint-Martial-De-Nabirat,24450,212404503,MENARDIE Hervé,NC,Non classé
Saint-Martial-De-Valette,24451,212404511,LAGORCE Alain,NC,Non classé
Saint-Martial-Viveyrol,24452,212404529,MOUCHE Virginie,NC,Non classé
Saint-Martin-De-Fressengeas,24453,212404537,AUGEIX Michel,NC,Non classé
Saint-Martin-De-Gurson,24454,212404545,GRANDY Marc,NC,Non classé
Saint-Martin-De-Ribérac,24455,212404552,PARETOUR Jean-Pierre,NC,Non classé
Saint-Martin-Des-Combes,24456,212404560,RITLEWSKI François,NC,Non classé
Saint-Martin-L'Astier,24457,212404578,TOMSKI Jean-Luc,NC,Non classé
Saint-Martin-Le-Pin,24458,212404586,ARLOT Michèle,NC,Non classé
Saint-Maime-De-Péreyrol,24459,212404594,CHAPOUL Denis,NC,Non classé
Saint-Méard-De-Drône,24460,212404602,CAIGNARD Gérard,NC,Non classé
Saint-Méard-De-Gurçon,24461,212404610,BARDE Cyril,NC,Non classé
Saint-Médard-De-Mussidan,24462,212404628,FLORENTY Michel,LNC,Non classé
Saint-Médard-D'Excideuil,24463,212404636,VILLEMAINE Eric,NC,Non classé
Saint-Mesmin,24464,212404644,BOUCHAUD Guy,NC,Non classé
Saint-Michel-De-Double,24465,212404651,DURANT Serge,NC,Non classé
Saint-Michel-De-Montaigne,24466,212404669,DE MIRAS Gérard,NC,Non classé
Saint-Michel-De-Villadeix,24468,212404685,GUILLEMET Patrick,NC,Non classé
Sainte-Mondane,24470,212404701,ARPAILLANGE Gilles,NC,Non classé
Sainte-Nathalène,24471,212404719,PERUSIN Jean-Michel,NC,Non classé
Saint-Nexans,24472,212404727,JEANTE Jean-François,NC,Non classé
Sainte-Orse,24473,212404735,DELAUGEAS Patrick,NC,Non classé
Saint-Pancrace,24474,212404743,MARTINOT Jean-Jacques,NC,Non classé
Saint-Pantaly-D'Excideuil,24476,212404768,REVIDAT Serge,NC,Non classé
Saint-Pardoux-De-Drône,24477,212404776,BONIFACE Fabrice,NC,Non classé
Saint-Pardoux-Et-Vielvic,24478,212404784,MALAURIE Jean-Claude,NC,Non classé
Saint-Pardoux-La-Rivière,24479,212404792,GOURAUD Sylvie,LNC,Non classé
Saint-Paul-De-Serre,24480,212404800,CHANTEGREIL Florian,NC,Non classé
Saint-Paul-La-Roche,24481,212404818,GARNAUDIE Didier,,
Saint-Paul-Lizonne,24482,212404826,POURTIER Brigitte,NC,Non classé
Saint-Perdoux,24483,212404834,POMEDIO Lucien,NC,Non classé
Saint-Pierre-De-Chignac,24484,212404842,REYNET Daniel,NC,Non classé
Saint-Pierre-De-Côle,24485,212404859,BESSE Franck,NC,Non classé
Saint-Pierre-De-Frugie,24486,212404867,FAYOL Stéphane,NC,Non classé
Saint-Pierre-D'Eyraud,24487,212404875,FAURE Jean-Pierre,LNC,Non classé
Saint-Pompont,24488,212404883,HENRY Carole,NC,Non classé
Saint-Priest-Les-Fougères,24489,212404891,CHAUSSADAS Jean-Patrick,,
Saint Privat En Périgord,24490,200065399,ROUSSIE-NADAL Pascale,LNC,Non classé
Saint-Rabier,24491,212404917,DELPY Edmond Claude,NC,Non classé
Sainte-Radegonde,24492,212404925,COASSIN Michel,NC,Non classé
Saint-Raphaël,24493,212404933,CLERGERIE François Philippe,,
